CustomerID,Name,Age,Gender,City,JoinDate,Salary,PurchaseAmount
243,Zara Sharma,46.0,,Bangalore,2022-12-26,80665.95,1090.81
244,Sara Reddy,19.0,male,Chennai,06/14/2022,66988.84,58.63
245,Ananya Iyer,18.0,male,Mumbai,2024-05-03,26808.81,1920.22
246,Vihaan Singh,,MALE,delhi,28/09/2023,66418.6,8271.79
247,Zara Reddy,52.0,M,bangalore,2023-01-06,44682.43,1186.16
248,Simran Sharma,41.0,male,Mumbai,03/17/2024,67278.53,4006.97
249,Diya Verma,46.0,Male,delhi,2023-06-03,54870.45,3698.58
250,Kavya Singh,48.0,Female,Bangalore,25/05/2024,48864.82,6310.94
251,Arjun Singh,60.0,MALE,Chennai,06/01/2022,57416.2,2229.02
252,Tara Reddy,60.0,FEMALE,Mumbai,27-04-2022,66703.39,1450.68
253,Vihaan Khan,51.0,MALE,delhi,04/14/2022,58363.54,392.43
254,Kabir Patel,35.0,F,Delhi,03/31/2022,71588.68,629.28
255,Sara Patel,40.0,M,Pune,2023-04-13,43529.56,647.44
256,Ishaan Sharma,41.0,male,Pune,2023-03-20,22164.79,1945.16
257,Kavya Khan,,FEMALE, Pune,24/01/2023,63558.45,76.05
258,Aditya Khan,19.0,MALE,Delhi,03-06-2024,49116.34,1448.96
259,Rahul Singh,27.0,MALE,Pune,07/13/2022,69934.29,2274.54
260,Neha Patel,27.0,Female,Mumbai,01-05-2024,81580.38,3264.72
261,Sara Nair,43.0,MALE,bangalore,02/16/2024,26027.76,4109.09
262,Simran Gupta,62.0,Male,Delhi,08/02/2022,67784.82,629.43
263,Ishaan Verma,62.0,F,Bangalore,10/08/2023,,3140.79
264,Vivaan Singh,43,male,Mumbai,08/21/2023,38531.83,2118.27
265,Aditya Khan,29.0,FEMALE,MUMBAI,27/07/2022,99919.96,5472.2
266,Sara Sharma,,MALE,mumbai,27/08/2022,46256.72,5331.62
267,Zara Nair,23.0,MALE,Delhi,2024-02-11,56548.21,4209.24
268,Priya Singh,43,male,Mumbai,30/07/2022,,295.65
269,Sara Khan,30,Female,delhi,23/12/2023,79089.18,2873.42
270,Aditya Sharma,60.0,M,mumbai,26-08-2023,71166.89,573.37
271,Aarav Singh,18.0,MALE,Pune,11/22/2023,43930.72,7543.59
272,Nikhil Singh,49.0,M,Chennai,16-04-2024,39430.45,6114.64
273,Ishaan Patel,53.0,FEMALE,Mumbai,09-07-2022,79367.19,1712.83
274,Sara Gupta,43.0,,Chennai,18/01/2024,62715.42,982.89
275,Kabir Das,63.0,F,bangalore,2022-09-28,,6486.6
276,Arjun Singh,30,Male,Pune,19/05/2022,82016.09,2078.43
277,Ishaan Iyer,,F, Pune,10/13/2022,45104.71,3250.54
278,Aditya Verma,,FEMALE,Chennai,2022-07-29,58879.1,1258.78
279,Arjun Patel,58.0,MALE,MUMBAI,16-05-2022,65444.49,155.38
280,Meera Singh,,Male,Hyderabad,02/13/2024,39440.73,5361.9
281,Arjun Iyer,62.0,Female,Chennai,2023-08-04,56418.51,1110.68
282,Aarav Sharma,39.0,F,Hyderabad,09/19/2023,34351.7,2457.44
283,Rahul Khan,53.0,FEMALE,Delhi,21/09/2022,38609.68,8487.44
284,Aditya Singh,27.0,MALE,Bangalore,05/02/2024,58201.61,1086.58
285,Zara Patel,33.0,male,Bangalore,14-06-2022,31283.25,
286,Sara Singh,51.0,Female,mumbai,04/04/2024,109057.26,5951.98
287,Diya Nair,38.0,male,mumbai,16-06-2022,49184.71,2855.43
288,Aarav Gupta,41.0,M,Pune,01/04/2023,52740.69,3531.94
289,Simran Singh,46.0,Male,MUMBAI,12/08/2022,,2467.71
290,Priya Singh,25,female,Delhi,2022-07-22,24170.95,9975.52
291,Arjun Patel,55.0,M,Chennai,06/19/2022,34109.85,2061.92
292,Vihaan Iyer,40.0,Male,mumbai,05-01-2024,84591.32,1966.99
293,Zara Gupta,47.0,F,Delhi,07/03/2023,68263.24,
294,Vihaan Das,22.0,male,Pune,23-03-2023,23834.53,10941.5
295,Rohan Khan,63.0,F,Pune,06/02/2022,20555.19,137.1
296,Aditya Reddy,23.0,FEMALE,Pune,08/19/2022,57561.54,2799.5
297,Ananya Reddy,27,Female, Pune,20/10/2022,19018.04,1100.07
298,Sara Verma,33.0,MALE,Chennai,13/03/2023,27015.05,3582.66
299,Diya Reddy,60.0,Female,mumbai,12/05/2022,67779.2,185.48
300,Tara Reddy,20.0,Male, Pune,2024-01-24,93842.45,6144.33
301,Aarav Reddy,34.0,MALE,Hyderabad,27-02-2022,30102.91,3896.92
302,Zara Sharma,63.0,F,Mumbai,19-04-2022,55689.16,-2686.06
303,Nikhil Verma,33.0,FEMALE,Chennai,2023-03-20,47715.8,522.25
304,Neha Reddy,44.0,F,Hyderabad,01-02-2022,38218.72,6040.21
305,Ishaan Iyer,35.0,FEMALE,Chennai,2022-01-09,62968.44,1008.85
306,Kavya Khan,40.0,FEMALE,bangalore,15/07/2023,45756.86,948.81
307,Rahul Singh,32.0,M,Delhi,05/10/2022,334607.92,266.84
308,Kabir Sharma,34,Female,bangalore,21/04/2022,81882.53,1863.92
309,Vihaan Patel,29.0,FEMALE,Chennai,09-03-2024,58196.38,3109.84
310,Sara Das,53.0,FEMALE, Pune,09/29/2022,66291.95,202.6
311,Priya Das,25.0,male,Hyderabad,04-06-2024,64971.98,664.73
312,Vihaan Gupta,20.0,M,bangalore,17/03/2024,84283.03,7764.2
313,Tara Nair,41.0,Female,Chennai,2022-01-18,57005.28,442.95
314,Ananya Nair,20.0,FEMALE,delhi,30/12/2023,85011.61,4953.07
315,Vihaan Reddy,53.0,M,Mumbai,05-05-2023,59251.04,1901.67
316,Rahul Reddy,51.0,female,bangalore,12/14/2022,51422.69,432.4
317,Vihaan Singh,39.0,female,MUMBAI,06/22/2023,35109.33,597.97
318,Priya Verma,48.0,MALE,bangalore,28-07-2023,46096.54,2857.4
319,Vivaan Singh,55.0,FEMALE,Chennai,04-01-2024,17846.63,2839.67
320,Simran Singh,55,female, Pune,29/12/2022,21011.52,8155.09
321,Zara Gupta,44.0,FEMALE,delhi,07/04/2022,67460.35,2279.72
322,Tara Iyer,55.0,MALE,Hyderabad,07-05-2023,52935.11,1238.3
323,Tara Das,49,male,,18-06-2022,40652.16,5255.24
324,Rahul Patel,40,F,Bangalore,26-12-2023,65048.78,8623.07
325,Simran Reddy,28.0,FEMALE,Mumbai,2022-07-21,59844.27,4765.96
326,Priya Nair,,Female,Delhi,2024-05-24,51104.37,821.6
327,Aditya Reddy,44.0,M,Bangalore,03/20/2022,53741.07,2498.76
328,Vihaan Singh,25.0,F,bangalore,2022-10-31,39361.6,3269.74
329,Aditya Patel,37.0,,mumbai,09/26/2022,56383.01,9602.1
330,Arjun Verma,64.0,Female,Mumbai,18-05-2023,35454.1,4707.7
331,Tara Sharma,36.0,F,mumbai,2022-01-04,43529.18,2581.88
332,Arjun Reddy,49.0,Male,Mumbai,20/11/2023,49989.12,1081.22
333,Ananya Khan,47.0,F,delhi,2023-03-16,41293.14,3651.05
334,Rohan Verma,40,male,MUMBAI,2022-03-26,68900.52,1046.2
335,Sara Verma,29.0,F, Pune,09/05/2022,40991.33,3026.81
336,Ishaan Sharma,29.0,Male, Pune,04/17/2022,29699.84,914.47
337,Kavya Gupta,38.0,FEMALE,delhi,21/10/2022,74209.67,122.21
338,Ishaan Singh,57,male,delhi,04/23/2022,34606.65,1132.4
339,Aarav Reddy,59.0,Male,Mumbai,2023-10-06,61814.45,988.57
340,Priya Khan,45.0,female,Hyderabad,07/13/2022,,4515.19
341,Ishaan Reddy,63.0,FEMALE,Pune,12/28/2022,52600.73,1573.57
342,Diya Iyer,61.0,M,Delhi,23-01-2024,37735.1,956.51
343,Ananya Nair,59.0,FEMALE,Bangalore,16-05-2022,52684.62,4941.5
344,Meera Singh,35.0,female,delhi,12/02/2022,62028.8,358.2
345,Sara Verma,58.0,female,Delhi,21/12/2023,67337.94,
346,Kabir Verma,,MALE, Pune,15/07/2022,52750.53,11896.98
347,Tara Sharma,37.0,F,Chennai,02-07-2023,23918.23,1080.16
348,Arjun Patel,22.0,Female,MUMBAI,13-02-2022,28681.81,1154.36
349,Rahul Nair,39.0,male,Delhi,09-07-2023,55557.35,1358.75
350,Rohan Sharma,30.0,Male, Pune,03/08/2023,43333.69,884.93
351,Ananya Khan,57.0,Male,delhi,11/19/2022,43055.17,1005.83
352,Ishaan Iyer,55.0,FEMALE,delhi,10/28/2022,47458.68,1145.11
353,Tara Singh,34.0,female,bangalore,23/05/2023,78002.6,1190.77
354,Diya Gupta,48.0,Female,mumbai,21-09-2023,66576.8,249.46
355,Kabir Gupta,40.0,F, Pune,03/06/2024,80159.95,498.68
356,Arjun Sharma,20.0,M,Hyderabad,2022-08-22,31986.11,9124.47
357,Nikhil Iyer,57.0,MALE,MUMBAI,09/19/2023,43503.89,
358,Simran Khan,41,male,Hyderabad,18-02-2024,68968.23,3772.13
359,Sara Verma,33.0,Male,delhi,09/28/2023,68160.75,3781.83
360,Aditya Iyer,51.0,FEMALE, Pune,24-04-2023,79683.32,5501.15
361,Neha Verma,23.0,F,Mumbai,11-05-2022,49701.08,998.71
362,Ananya Iyer,31.0,Male,Hyderabad,12-08-2022,42998.11,10030.3
